680,76482,Corey Crowder,
681,785,Eric Murdock,
682,76265,Kevin Brooks,
683,77545,Carlton McKinney,
684,182,Billy Owens,
685,475,Doug Smith,
686,55,Marty Conlon,
687,1101,Rich King,
688,78110,Brad Sellers,
689,77628,Rodney Monroe,
690,76448,Lanard Copeland,
691,1034,LeRon Ellis,
692,1125,Larry Stewart,
693,1819,John Turner,
694,1593,Charles Shackleford,
695,77785,Keith Owens,
696,76842,Paul Graham,
697,72,Kenny Anderson,
698,61,Carl Herrera,
699,76277,Myron Brown,
700,905,Dale Davis,latest
701,78194,Labradford Smith,
702,183,Bison Dele,latest
703,77707,Chuck Nevitt,
704,76635,Patrick Eddie,
705,77970,David Rivers,
706,26,Luc Longley,
707,737,Bob McCann,
708,140,Donald Royal,
709,194,Anthony Bowie,
710,76450,Chris Corchiani,
711,78333,Stephen Thompson,
712,78041,Jeff Ruland,
713,97,Ronnie Grandison,
714,78273,Lamont Strothers,
715,929,Tracy Moore,
716,1114,Jaren Jackson,
717,941,Ennis Whatley,
718,77065,Brian Howard,
719,76316,Steve Burtt,
720,77083,Cedric Hunter,
721,76097,Stephen Bardo,
722,77986,Cliff T. Robinson,
723,400,Derek Strong,
724,184,Bobby Phills,
725,138,Anthony Avent,
726,195,Lee Mayberry,
727,103,Todd Day,
728,76148,Tony Bennett,
729,85,Brent Price,
730,931,Don MacLean,
731,339,Tom Gugliotta,
732,1005,Walt Williams,latest
733,1380,Lloyd Daniels,
734,219,Vinny Del Negro,latest
735,406,Shaquille O'Neal,latest
736,228,Adam Keefe,
737,221,Clar. Weatherspoon,
738,109,Robert Horry,
739,1814,Chris Smith,
740,363,Christian Laettner,
741,78415,Gundars Vetra,
742,101258,Corey Williams,
743,771,Elmore Spencer,
744,324,Anthony Peeler,latest
745,1030,Duane Cooper,
746,180,John Crotty,
747,1128,Stephen Howard,
748,780,Byron Houston,
749,24,Keith Jennings,
750,84,Latrell Sprewell,
751,179,Bryant Stith,
752,111,LaPhonso Ellis,
753,77777,Matt Othick,
754,694,Sam Mack,
755,77890,Anthony Pullard,
756,907,Malik Sealy,
757,93,Hubert Davis,latest
758,399,Sean Rooks,
759,1603,Walter Bond,
760,114,Harold Miner,
761,932,Oliver Miller,
762,31,Lorenzo Williams,
763,77138,Dave Johnson,
764,78201,Reggie Smith,
765,145,Tracy Murray,
766,438,Robert Werdann,
767,78261,Alex Stivrins,
768,77146,Frank Johnson,
769,1010,Randy Woods,
770,1036,Litterial Green,
771,297,Alonzo Mourning,latest
772,76180,Alex Blackwell,
773,77647,Isaiah Morris,
774,77,Doug Overton,
775,944,Eric Anderson,
776,1118,Tim Kempton,
777,77261,Stan Kimbrough,
778,76904,Jay Guidinger,
779,77865,Gary Plummer,
780,761,Matt Geiger,
781,78478,Marcus Webb,
782,76676,Jojo English,
783,77486,Marlon Maxey,
784,468,Jon Barry,latest
785,30,Richard Dumas,
786,76488,Radisav Curcic,
